,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
0,887,"Consistent with the original study, pain, depression, and proinflammatory cytokines appear to be the most powerful predictors of fatigue in pSS.",0,"pain, depression, and proinflammatory cytokines","(36, 83)",0,pain,cause,DISEASE
1,887,"Consistent with the original study, pain, depression, and proinflammatory cytokines appear to be the most powerful predictors of fatigue in pSS.",0,"pain, depression, and proinflammatory cytokines","(36, 83)",1,depression,cause,DISEASE
0,887,"Consistent with the original study, pain, depression, and proinflammatory cytokines appear to be the most powerful predictors of fatigue in pSS.",2,fatigue in pSS,"(129, 143)",0,fatigue,effect,DISEASE
0,888,Disease activity was significantly higher in JSLE patients than in ASLE or LSLE patients (p‚Äö√Ñ√∂‚àö√ë‚àö¬¢<‚Äö√Ñ√∂‚àö√ë‚àö¬¢0.001).,1,SLE patients,"(46, 58)",0,JSLE,effect,DISEASE
0,890,The overall autonomic activity in patients with pSS was significantly lower than that in controls.,0,pSS,"(48, 51)",0,pSS,cause,DISEASE
0,891,"Hair disorders are frequently observed in various systemic diseases, including autoimmune connective tissue diseases (CTDs), with predilection of lupus erythematosus (LE), followed by dermatomyositis (DM) and scleroderma.",1,lu,"(146, 148)",0,lupus erythematosus,cause,DISEASE
1,891,"Hair disorders are frequently observed in various systemic diseases, including autoimmune connective tissue diseases (CTDs), with predilection of lupus erythematosus (LE), followed by dermatomyositis (DM) and scleroderma.",2,dermatomyositis,"(184, 199)",0,dermatomyositis,cause,DISEASE
0,892,We report an autopsy case of a patient with Sjogrens syndrome (SjS) who presented with rapid progressive pulmonary fibrosis following the onset of diffuse alveolar hemorrhage (DAH) without cryoglobulinemia.,0,Sjogrens,"(44, 52)",0,Sjogrens syndrome,cause,DISEASE
1,892,We report an autopsy case of a patient with Sjogrens syndrome (SjS) who presented with rapid progressive pulmonary fibrosis following the onset of diffuse alveolar hemorrhage (DAH) without cryoglobulinemia.,4,hemorrhage,"(164, 174)",0,alveolar hemorrhage,cause,DISEASE
0,892,We report an autopsy case of a patient with Sjogrens syndrome (SjS) who presented with rapid progressive pulmonary fibrosis following the onset of diffuse alveolar hemorrhage (DAH) without cryoglobulinemia.,0,pulmonary fibrosis,"(105, 123)",0,fibrosis,effect,DISEASE
0,894,"In this nested case-control study, current smoking was associated with a reduced risk of subsequent diagnosis of pSS.",1,diagnosis of pSS,"(100, 116)",0,pSS,effect,DISEASE
0,900,The pSS patients showed signs of both obstructive and restrictive pulmonary disease and COPD commonly developed during follow-up.,0,pS,"(4, 6)",0,pSS,cause,DISEASE
1,900,The pSS patients showed signs of both obstructive and restrictive pulmonary disease and COPD commonly developed during follow-up.,1,obst,"(38, 42)",0,obstructive and restrictive pulmonary disease,cause,DISEASE
0,900,The pSS patients showed signs of both obstructive and restrictive pulmonary disease and COPD commonly developed during follow-up.,1,ructive and restrictive pulmonary disease and COPD,"(42, 92)",0,obstructive and restrictive pulmonary disease,effect,DISEASE
1,900,The pSS patients showed signs of both obstructive and restrictive pulmonary disease and COPD commonly developed during follow-up.,1,ructive and restrictive pulmonary disease and COPD,"(42, 92)",1,COPD,effect,DISEASE
0,901,"Treatment of sicca symptoms is primarily symptomatic, whereas glucocorticoids, NSAIDs and/or immunosuppressive drugs may be indicated for the treatment of extraglandular manifestations.",0,Treatment of sicca symptoms is primarily symptomatic,"(0, 52)",0,sicca symptoms,effect,DISEASE
0,902,"In our study, 87% (26/30) of subjects had oral candidiasis, in which 42% (11/26) had multiple Candida spp.",0,candidiasis,"(47, 58)",0,candidiasis,cause,DISEASE
0,903,Disease activity was assessed using the EULAR Sjogrens syndrome disease activity index (ESSDAI).,1,disease activity index,"(64, 86)",0,Sjogrens syndrome disease,cause,DISEASE
0,904,"Pulmonary amyloidosis was consistently accompanied with parenchymal cystic lesions, but this amyloidosis did not produce any significant respiratory symptoms.",0,Pulmonary amyloidosis,"(0, 21)",0,Pulmonary amyloidosis,cause,DISEASE
0,904,"Pulmonary amyloidosis was consistently accompanied with parenchymal cystic lesions, but this amyloidosis did not produce any significant respiratory symptoms.",0,par,"(56, 59)",0,parenchymal cystic lesions,effect,DISEASE
0,911,"Neurologic, ocular and rheumatologic complaints may be the first manifestations of HTLV-1 infection.",0,ocular and rheumatologic complaints,"(12, 47)",0,ocular and rheumatologic complaints,cause,DISEASE
0,911,"Neurologic, ocular and rheumatologic complaints may be the first manifestations of HTLV-1 infection.",1,infection,"(90, 99)",0,HTLV-1 infection,effect,DISEASE
0,913,sICAM-1 was significantly elevated in pSS and sSS patients compared with nSS group.,0,significantly elevated in pSS and sSS patients compared with nSS group,"(12, 82)",0,pSS,effect,DISEASE
1,913,sICAM-1 was significantly elevated in pSS and sSS patients compared with nSS group.,0,significantly elevated in pSS and sSS patients compared with nSS group,"(12, 82)",1,sSS,effect,DISEASE
2,913,sICAM-1 was significantly elevated in pSS and sSS patients compared with nSS group.,0,significantly elevated in pSS and sSS patients compared with nSS group,"(12, 82)",2,nSS,effect,DISEASE
0,914,"Pediatric patients often present with isolated recurrent bilateral parotitis, however, and we describe 4 such cases in children aged 9 to 17 years at presentation.",1,parotitis,"(67, 76)",0,parotitis,cause,DISEASE
0,916,"Of the 33 patients who participated in the migraine group, 17 (51%) suffered from migraine with aura, 11 (33%) suffered from migraine without aura, and 5 (15%) suffered from basilar migraine.",0,migraine,"(82, 90)",0,migraine,cause,DISEASE
0,919,Patients with SLE have significantly worse OAB-SB and poorer HRQL compared to controls.,0,Patients with SLE,"(0, 17)",0,SLE,cause,DISEASE
0,920,There is a significant relationship between AS and left ventricular diastolic dysfunction in patients with SS in this study.,0,There is a significant relationship between AS and left ventricular diastolic dysfunction in patients with SS,"(0, 109)",0,SS,effect,CHEMICAL
0,926,"Consequently, R-CVP therapy led to the improvement of CRVO.Shimotsuke-shi, Tochigi, 329-0498, Japan, a-yosida@sage.ocn.ne.jp.25.prelymphomatous conditions: results of a multicenter study.",0,R-CVP therapy,"(14, 27)",0,R-CVP,cause,CHEMICAL
0,929,Pediatric SS is suspected from active systemic manifestations.,0,Pediatric SS,"(0, 12)",0,SS,effect,CHEMICAL
0,930,To provide a consensus clinical guideline for management of dry eye disease associated with Sjogren disease by evaluating published treatments and recommending management options.,0,Sjogren disease,"(92, 107)",0,Sjogren disease,cause,DISEASE
0,930,To provide a consensus clinical guideline for management of dry eye disease associated with Sjogren disease by evaluating published treatments and recommending management options.,0,dry eye disease,"(60, 75)",0,dry eye disease,effect,DISEASE
0,932,"Our result provides a solid evidence to support using novel diagnostic panel to better stratify the NHL patients.Huazhong University of Science and Technology, Wuhan 430030, China.Huazhong University of Science and Technology, Wuhan 430030, China.Huazhong University of Science and Technology, Wuhan 430030, China.Huazhong University of Science and Technology, Wuhan 430030, China.Huazhong University of Science and Technology, Wuhan 430030, China.2019.literature.",1,better stratify the NHL patients,"(80, 112)",0,NHL,effect,DISEASE
0,933,Topical 0.03% tacrolimus eye drop improved tear stability and ocular surface status in cases of inflammatory or SS-related dry eye.,0,inflammatory or SS-related dry eye,"(96, 130)",0,SS-related dry,cause,DISEASE
0,935,The expression levels of CCL21 and CXCL13 within the lymphocytic infiltrates of SS patients were associated with several laboratory features of the disease as well as lymphadenopathy and the extent of clinical disease activity.,3,thy,"(179, 182)",0,lymphadenopathy,effect,DISEASE
0,938,"Patients with asthma, rhinosinusitis, gastrooesophageal reflux, and drug use which cause cough and pulmonary involvement in pSS were excluded.",0,cough,"(89, 94)",0,cough,effect,DISEASE
0,939,The ratios of E2/T and IFN -‚âà√≠‚Äö√¢‚Ä¢/IL-4 might be used as indicators of pSS activity.,1,√¢‚Ä¢/IL-4 might be used as indicators of pSS,"(36, 81)",0,pSS,effect,DISEASE
0,940,"Cevimeline was associated with lower failure rates compared to pilocarpine among first-time users: 27% vs. 47% (p=0.02), and all users: 32% vs. 61% (p<0.001).",0,Cevimeline,"(0, 10)",0,Cevimeline,cause,CHEMICAL
0,941,We evaluated the relationship between ExRA and arterial dysfunction in 114 consecutive patients with RA (82% women) without overt arterial disease aged 40-65¬¨¬®‚Äö√Ñ‚Ä†years.,0,Ex,"(38, 40)",0,ExRA,cause,DISEASE
1,941,We evaluated the relationship between ExRA and arterial dysfunction in 114 consecutive patients with RA (82% women) without overt arterial disease aged 40-65¬¨¬®‚Äö√Ñ‚Ä†years.,1,dysfunction,"(56, 67)",0,arterial dysfunction,cause,DISEASE
2,941,We evaluated the relationship between ExRA and arterial dysfunction in 114 consecutive patients with RA (82% women) without overt arterial disease aged 40-65¬¨¬®‚Äö√Ñ‚Ä†years.,2,RA,"(101, 103)",0,RA,cause,DISEASE
0,942,An unexpected and unusually high frequency of undiagnosed depression and anxiety symptoms was found in rheumatic patients.,0,anxiety,"(73, 80)",0,anxiety,effect,DISEASE
1,942,An unexpected and unusually high frequency of undiagnosed depression and anxiety symptoms was found in rheumatic patients.,1,rheumatic patients,"(103, 121)",0,rheumatic,effect,DISEASE
0,943,"Due to a variety of presentations, Sjogrens syndrome with neurologic involvement may be difficult to diagnose.",0,S,"(35, 36)",0,Sjogrens syndrome,effect,DISEASE
1,943,"Due to a variety of presentations, Sjogrens syndrome with neurologic involvement may be difficult to diagnose.",1,grens syndrome with neurologic involvement may be difficult to diagnose,"(38, 109)",0,Sjogrens syndrome,effect,DISEASE
0,944,"Due to a variety of presentations, Sjogren`s syndrome with neurologic involvement may be difficult to diagnose.",0,Sjogren`s syndrome with neurologic involvement may be difficult to dia,"(35, 105)",0,Sjogren`s syndrome,effect,DISEASE
0,948,"Finally, we observed that ASCA positivity is associated with pSS specific clinical and serological features.",0,S,"(63, 64)",0,pSS,effect,DISEASE
0,949,"B(-/-) mice are also resistant to other spontaneous and experimentally induced autoimmune diseases, including arthritis, systemic lupus erythematosus, Sjogren syndrome and thyroiditis.",1,induced autoim,"(71, 85)",0,autoimmune diseases,cause,DISEASE
1,949,"B(-/-) mice are also resistant to other spontaneous and experimentally induced autoimmune diseases, including arthritis, systemic lupus erythematosus, Sjogren syndrome and thyroiditis.",2,e diseases,"(88, 98)",0,autoimmune diseases,cause,DISEASE
0,950,PSS patients are more vulnerable to cardiovascular diseases (CVDs).,0,PSS,"(0, 3)",0,PSS,cause,CHEMICAL
0,952,"These findings appear to be of great interest since the identification of a peculiar T-cell subset with pro-inflammatory activity, but resistant to corticosteroids, in an autoimmune disorder such as SS may help to design new specific treatments for the disease.Perugia, Via Enrico Dal Pozzo, Perugia I-06122, Italy.",2,in an auto,"(165, 175)",0,autoimmune disorder,cause,DISEASE
1,952,"These findings appear to be of great interest since the identification of a peculiar T-cell subset with pro-inflammatory activity, but resistant to corticosteroids, in an autoimmune disorder such as SS may help to design new specific treatments for the disease.Perugia, Via Enrico Dal Pozzo, Perugia I-06122, Italy.",3,e disorder,"(180, 190)",0,autoimmune disorder,cause,DISEASE
0,953,We assessed 11 patients with 18 pregnancies after the onset of pSS symptoms.,0,pSS symptoms,"(63, 75)",0,pSS,cause,DISEASE
0,954,Acupuncture seems to be an alternative to treat pSS and conduces to good symptomatic results.,0,Acupuncture seems to be an alternative to treat,"(0, 47)",0,Acupuncture,cause,DISEASE
0,956,Symptoms of xerostomia and sialadenitis were identified via questionnaire and medical record search.,0,xeros,"(12, 17)",0,xerostomia,cause,DISEASE
1,956,Symptoms of xerostomia and sialadenitis were identified via questionnaire and medical record search.,1,ia,"(20, 22)",0,xerostomia,cause,DISEASE
0,957,To examine how fatigue may differ from ordinary tiredness in patients with primary Sjogrens syndrome (SS).,0,fatigue,"(15, 22)",0,fatigue,effect,DISEASE
1,957,To examine how fatigue may differ from ordinary tiredness in patients with primary Sjogrens syndrome (SS).,1,tiredness,"(48, 57)",0,tiredness,effect,DISEASE
0,958,Depression and fatigue may not affect the neuropsychological tests performance.presenting as nephrogenic diabetes insipidus.,0,Depression and,"(0, 14)",0,Depression,cause,DISEASE
0,959,"Therefore, detailed history, physical examination, targeted serologic testing, and, occasionally, lung biopsy are needed to diagnose CTD-ILD, whereas both non-invasive and invasive assessments of pulmonary hemodynamics are needed to diagnose pulmonary hypertension.",2,hypertension,"(252, 264)",0,pulmonary hypertension,cause,DISEASE
0,959,"Therefore, detailed history, physical examination, targeted serologic testing, and, occasionally, lung biopsy are needed to diagnose CTD-ILD, whereas both non-invasive and invasive assessments of pulmonary hemodynamics are needed to diagnose pulmonary hypertension.",1,lung biopsy are needed to diagnose CTD-ILD,"(98, 140)",0,CTD-ILD,effect,DISEASE
0,961,"Our results provide population-based prevalence estimates of pediatric SARDs in four Canadian provinces.103 Hospital Drive, Saskatoon, SK, S7N 0W8, Canada, natalie.shiff@usask.ca.26.",1,Ds,"(74, 76)",0,SARDs,cause,DISEASE
0,962,Oesophageal lesions occurred much more frequently in SSD than in RA.,0,Oesophage,"(0, 9)",0,Oesophageal lesions,cause,DISEASE
0,962,Oesophageal lesions occurred much more frequently in SSD than in RA.,0,al lesions,"(9, 19)",0,Oesophageal lesions,effect,DISEASE
1,962,Oesophageal lesions occurred much more frequently in SSD than in RA.,1,frequently in SSD than in RA,"(39, 67)",0,SSD,effect,DISEASE
0,963,Women with Sjogren syndrome are likely to experience more complications during pregnancy than women without an autoimmune disease.,0,Women with Sjogren syndrome,"(0, 27)",0,Sjogren syndrome,cause,DISEASE
0,964,"Increased pain, physical limitations, and fatigue may be interpreted as increased activity of these diseases, and a common treatment option is the prescription of higher doses of biologic agents or corticosteroids.",0,pain,"(10, 14)",0,pain,effect,DISEASE
0,968,"Hallmarks of dry eye in Sjogrens syndrome include increased corneal staining, goblet cell loss and low tear volume.",1,in Sjogren,"(21, 31)",0,Sjogrens syndrome,cause,DISEASE
1,968,"Hallmarks of dry eye in Sjogrens syndrome include increased corneal staining, goblet cell loss and low tear volume.",2,syndrome,"(33, 41)",0,Sjogrens syndrome,cause,DISEASE
0,968,"Hallmarks of dry eye in Sjogrens syndrome include increased corneal staining, goblet cell loss and low tear volume.",0,goblet cell loss,"(78, 94)",0,goblet cell loss,effect,DISEASE
0,969,"A significantly higher risk of pSS was associated with the presence of thyroid diseases (adjusted odds ratio (AOR) = 2.1, 95% confidence interval (CI) = 1.6-2.9).",0,significantly higher risk of pSS,"(2, 34)",0,pSS,cause,DISEASE
0,969,"A significantly higher risk of pSS was associated with the presence of thyroid diseases (adjusted odds ratio (AOR) = 2.1, 95% confidence interval (CI) = 1.6-2.9).",0,presence of thyroid diseases,"(59, 87)",0,thyroid diseases,effect,DISEASE
0,972,"Nephrological disorders and neurological involvement are rare manifestations of Sjogren syndrome in children, and rarely presented as the initial symptoms.",3,rare manifestations of Sjogren syndrome,"(57, 96)",0,Sjogren syndrome,effect,DISEASE
0,976,"IL-34 seems to be involved in the pathogenesis of salivary gland inflammation in p-SS.Universit‚Äö√†√∂‚Äö√Ñ‚Ä† di Palermo, Palermo, Italy.Epub 2013 Feb 7.Systemic Lupus Erythematosus, Still's Disease, Dermatomyositis/Polymyositis, Sjogrens Syndrome, and Mixed Connective Tissue Disease.",0,the pathogenesis of salivary gland inflammation in p,"(30, 82)",0,inflammation,effect,DISEASE
1,976,"IL-34 seems to be involved in the pathogenesis of salivary gland inflammation in p-SS.Universit‚Äö√†√∂‚Äö√Ñ‚Ä† di Palermo, Palermo, Italy.Epub 2013 Feb 7.Systemic Lupus Erythematosus, Still's Disease, Dermatomyositis/Polymyositis, Sjogrens Syndrome, and Mixed Connective Tissue Disease.",5,"Erythematosus, Still's Disease, Dermatomyositis/Polymyositis, Sjogrens Syndrome, and Mixed Connective Tissue Disease","(169, 285)",0,Dermatomyositis/Polymyositis,effect,DISEASE
2,976,"IL-34 seems to be involved in the pathogenesis of salivary gland inflammation in p-SS.Universit‚Äö√†√∂‚Äö√Ñ‚Ä† di Palermo, Palermo, Italy.Epub 2013 Feb 7.Systemic Lupus Erythematosus, Still's Disease, Dermatomyositis/Polymyositis, Sjogrens Syndrome, and Mixed Connective Tissue Disease.",5,"Erythematosus, Still's Disease, Dermatomyositis/Polymyositis, Sjogrens Syndrome, and Mixed Connective Tissue Disease","(169, 285)",1,Sjogrens Syndrome,effect,DISEASE
0,977,"Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions, as well as in basal ganglia lesions and psychogenic bladder dysfunction.",0,Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions,"(0, 102)",0,bladder sensation,cause,DISEASE
1,977,"Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions, as well as in basal ganglia lesions and psychogenic bladder dysfunction.",0,Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions,"(0, 102)",1,DO,cause,CHEMICAL
0,977,"Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions, as well as in basal ganglia lesions and psychogenic bladder dysfunction.",0,in basal ganglia lesions and psychogenic bladder dysfunction,"(115, 175)",0,basal ganglia lesions,effect,DISEASE
1,977,"Increased bladder sensation without DO occurs mainly in peripheral and central sensory pathway lesions, as well as in basal ganglia lesions and psychogenic bladder dysfunction.",0,in basal ganglia lesions and psychogenic bladder dysfunction,"(115, 175)",1,bladder dysfunction,effect,DISEASE
0,979,"Since pulmonary involvement in pSS is associated with an increased mortality and respiratory symptoms is a poor marker for pulmonary involvement, we suggest that pulmonary function tests should be performed liberally in all pSS patients regardless of symptoms.Malm‚Äö√†√∂‚Äö√†√á, Sweden.Malm‚Äö√†√∂‚Äö√†√á, Sweden.Thomas.mandl@med.lu.se.Malm‚Äö√†√∂‚Äö√†√á, Sweden.",0,pulmonary involvement in pSS,"(6, 34)",0,pSS,cause,DISEASE
0,981,"While pulmonary hypertension was related with earlier age and shorter duration of disease (P = 0.04), there was no statistically significant correlation between SPAP increase and clinical findings (P > 0.05).",0,pulmonary hypertension,"(6, 28)",0,pulmonary hypertension,cause,DISEASE
0,982,The incidence rate of pSS is 3.1 (95% CI 2.3-4.3) per 100¬¨¬®‚Äö√Ñ‚Ä†000 person-years.,1,pSS,"(22, 25)",0,pSS,effect,DISEASE
0,983,"Elderly onset of pSS was associated with similar incidence of the diagnostic tests positivity (parotid sialography, ocular tests, minor salivary gland biopsy) in comparison with adult and younger onset.",0,Elderly onset of pSS,"(0, 20)",0,pSS,cause,DISEASE
0,984,This pilot study confirms that interventional sialendoscopy with steroid duct irrigation significantly reduces the number of painful episodes of sialadenitis and improves the subjective sensation of oral dryness and other disease symptoms in patients with SS.,2,steroid duct irrigation,"(65, 88)",0,steroid,cause,CHEMICAL
0,984,This pilot study confirms that interventional sialendoscopy with steroid duct irrigation significantly reduces the number of painful episodes of sialadenitis and improves the subjective sensation of oral dryness and other disease symptoms in patients with SS.,1,dryness and,"(204, 215)",0,dryness,effect,DISEASE
1,984,This pilot study confirms that interventional sialendoscopy with steroid duct irrigation significantly reduces the number of painful episodes of sialadenitis and improves the subjective sensation of oral dryness and other disease symptoms in patients with SS.,2,disease symptoms in patients with SS,"(222, 258)",0,SS,effect,DISEASE
0,986,"Chronic pain is discussed as well as interventions to manage symptoms such fatigue, dry eyes mouth and skin.Nurse Practitioner Program & Director, Evaluation, Faculty Scholarship & Mentoring, Fairfield University School of Nursing, Fairfield, Connecticut.",0,pain,"(8, 12)",0,Chronic pain,cause,DISEASE
0,987,"Our results establish OAS1 as a risk locus for SS and support a potential role for defective viral clearance due to altered IFN response as a genetic pathophysiological basis of this complex autoimmune disease.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Bergen, Bergen, Norway.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Kremlin Bic‚Äö√†√∂‚Äö√ë¬¢tre, France.University, Link‚Äö√†√∂‚Äö√†√áping, Sweden.Uppsala, Sweden.Hospital, Stavanger, Norway.Hospital, Stavanger, Norway.Foundation, Oklahoma City, Oklahoma, United States of America.Ohio, United States of America.America.Kingdom.Science, University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.Robbinsdale, Minnesota, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.United States of America.School, Boston, Massachusetts, United States of America.University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.United States of America.United States of America.United States of America.America.Dentistry, Oklahoma City, Oklahoma, United States of America.Missouri, United States of America.Science, University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.Dentistry, Oklahoma City, Oklahoma, United States of America.Dentistry, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.States of America.Minneapolis, Minnesota, United States of America.States of America.Kingdom.Ohio, United States of America.America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.United States of America.Minneapolis, Minnesota, United States of America.Minnesota, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Kremlin Bic‚Äö√†√∂‚Äö√ë¬¢tre, France.Uppsala, Sweden.Hospital, Stavanger, Norway.Bergen, Bergen, Norway.Newcastle University, Newcastle upon Tyne, United Kingdom.Uppsala, Sweden.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.eCollection 2017 Jun.cells infiltration in the labial salivary glands.",0,altered IFN response as a genetic pathophysiological basis of this complex autoimmune disease,"(116, 209)",0,autoimmune disease,cause,DISEASE
0,987,"Our results establish OAS1 as a risk locus for SS and support a potential role for defective viral clearance due to altered IFN response as a genetic pathophysiological basis of this complex autoimmune disease.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Bergen, Bergen, Norway.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Kremlin Bic‚Äö√†√∂‚Äö√ë¬¢tre, France.University, Link‚Äö√†√∂‚Äö√†√áping, Sweden.Uppsala, Sweden.Hospital, Stavanger, Norway.Hospital, Stavanger, Norway.Foundation, Oklahoma City, Oklahoma, United States of America.Ohio, United States of America.America.Kingdom.Science, University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.Robbinsdale, Minnesota, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.United States of America.School, Boston, Massachusetts, United States of America.University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.United States of America.United States of America.United States of America.America.Dentistry, Oklahoma City, Oklahoma, United States of America.Missouri, United States of America.Science, University of Minnesota School of Dentistry, Minneapolis, Minnesota, United States of America.Dentistry, Oklahoma City, Oklahoma, United States of America.Dentistry, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.States of America.Minneapolis, Minnesota, United States of America.States of America.Kingdom.Ohio, United States of America.America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.United States of America.Minneapolis, Minnesota, United States of America.Minnesota, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.States of America.Foundation, Oklahoma City, Oklahoma, United States of America.Kremlin Bic‚Äö√†√∂‚Äö√ë¬¢tre, France.Uppsala, Sweden.Hospital, Stavanger, Norway.Bergen, Bergen, Norway.Newcastle University, Newcastle upon Tyne, United Kingdom.Uppsala, Sweden.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.Foundation, Oklahoma City, Oklahoma, United States of America.City, Oklahoma, United States of America.eCollection 2017 Jun.cells infiltration in the labial salivary glands.",0,OAS1 as a risk locus for SS and support a potential role for defective viral clearance,"(22, 108)",0,SS,effect,CHEMICAL
0,988,Occupational arterial lesions are a particularly aspect of secondary Raynaud's phenomenon.,0,Occupational arterial lesions,"(0, 29)",0,Occupational arterial lesions,cause,DISEASE
0,992,"Sometimes only when exposed to a secondary stimulus (e.g., antigen) which could accelerate the natural course of the disease would an individual develop the classic autoimmune disease.",2,the classic auto,"(153, 169)",0,autoimmune disease,effect,DISEASE
1,992,"Sometimes only when exposed to a secondary stimulus (e.g., antigen) which could accelerate the natural course of the disease would an individual develop the classic autoimmune disease.",3,mune disease,"(171, 183)",0,autoimmune disease,effect,DISEASE
0,993,"Sj‚Äö√Ñ√π‚àö√ºgren Syndrome is a disorder involving oral tissues, with xerostomia, dysgeusia, dysphagia, tooth decay, gingivitis, angular cheilitis and glossitis.",1,ºgren Syndrome is,"(13, 30)",0,Syndrome,cause,DISEASE
0,993,"Sj‚Äö√Ñ√π‚àö√ºgren Syndrome is a disorder involving oral tissues, with xerostomia, dysgeusia, dysphagia, tooth decay, gingivitis, angular cheilitis and glossitis.",1,cheilitis,"(138, 147)",0,cheilitis,effect,CHEMICAL
0,994,An underlying inflammatory component may explain the poor response to therapy in patients with rheumatic diseases and is a rationale for consideration of immunosuppressive therapy in conjunction with vasodilator therapy in treatment for PAH.,1,therapy in patients with rheumatic diseases,"(70, 113)",0,rheumatic diseases,effect,DISEASE
0,998,"After the intervention and within each group, both GSSS elicited a reduction in the SXI-5-PL and OHIP-14-PT scores and an increase in salivary output, significant in the malic acid lozenge group.",1,both GSSS elicited a reduction in the,"(46, 83)",0,GSSS,cause,CHEMICAL
0,999,"Seven pregnancies were complicated by fetal anti-Ro-related cardiac disease (17.9%) including four cases (57.1%) of second-degree heart block, two cases of third degree heart block (28.6%) and one case (14.3%) of intense and diffuse hyperechogenicity in atrioventricular valves without heart block.",0,cardiac disease,"(60, 75)",0,cardiac disease,cause,DISEASE
0,1000,"Because pain perception has been linked to catastrophizing in other diseases, we assessed subjects with primary SS (pSS) to explore a possible link between pain, illness appraisal, and catastrophizing.",0,pain perception,"(8, 23)",0,pain,cause,DISEASE
0,1001,"However, recurrent aseptic meningitis, reported as the most uncommon initial symptom, was the presenting feature in our case.",2,men,"(27, 30)",0,meningitis,cause,DISEASE
0,1002,Salivary glands of NOD mice displayed marked leukocyte infiltration and reduced GILZ expression in association with increased IL-17 but decreased Del-1 expression.,1,NOD mice,"(19, 27)",0,NOD,cause,DISEASE
0,1003,"Associated medical conditions included Hashimoto thyroiditis, Sjogren's syndrome, seronegative arthritis, food hypersensitivities, asthma, sleep apnea, and vasculitis.",0,Hashimo,"(39, 46)",0,Hashimoto thyroiditis,cause,DISEASE
1,1003,"Associated medical conditions included Hashimoto thyroiditis, Sjogren's syndrome, seronegative arthritis, food hypersensitivities, asthma, sleep apnea, and vasculitis.",1,itis,"(56, 60)",0,Hashimoto thyroiditis,cause,DISEASE
